ingredient,occurrence_count
diphenylhydantoin,1
triclofos sodium,1
silybum marianum,1
oxprenolol,1
emoxipin 0.5%,1
zinc sulfate monohydrate,1
colic drops (simethicone),1
bacampicillin hydrochloride,1
ezisartan,1
vitamin c (ascorbic acid),1
betaxolol hydrochloride,1
tribulus terrestris,1
dinitrophenol,1
escitalopram 5mg,1
clopidogrel 150mg,1
cefaclor 200mg,1
valproate semisodium 133.5mg,1
valproate semisodium 134mg,1
valproate semisodium 333mg,1
valproic acid 144mg,1
sevelamer 800mg,1
fexofenadine 180mg,1
roxadustat,1
bexarotene,1
bitter melon,1
gymnema sylvestre,1
prothipendyl,1
protriptyline,1
haemophilus influenzae type b conjugate vaccine,1
loteprednol etabonate 0.5%,1
clindamycin 0.1%,1
nicotinamide 2%,1
incobotulinumtoxina,1
proparacaine hydrochloride,1
emedastine difumarate,1
myoinositol,1
pancreatin (25000 units of lipase),1
dexamethasone sodium phosphate 50mg,1
thiocolchicoside 8mg,1
roxithromycin 150mg,1
sertraline 100mg,1
azithromycin 750mg,1
secnidazole 225mg,1
doxycycline 20mg,1
lactobacillus 20mg,1
methylprednisolone 0.125mg,1
paracetamol 150mg,1
metformin xr,1
cinnarizine 75mg,1
pioglitazone 0.3mg,1
levetiracetam 250mg,1
valproic acid 500mg,1
placental extract,1
lactobacillus rhamnosus gg,1
vitamin k2 (menaquinone-7),1
abatacept,1
interferon beta-1b,1
acrivastine,1
monteleukast,1
bumetanide,1
succinate,1
neratinib,1
lincomycin hydrochloride,1
chlorothiazide,1
menotropins (hmg),1
ultraproct,1
sodium metabisulfite,1
gimef spas 10 mg 250 mg tablet,1
phosphatidylcholine,1
debrisoquine,1
barbital,1
fentanyl 12.5 mcg/hr,1
piperacillin 2000 mg,1
tazobactam 250 mg,1
cephalexin 250 mg,1
bisoprolol 1.25 mg,1
ramipril 2.5 mg,1
amoxicillin 250 mg,1
gabapentin 400 mg,1
nortriptyline 10 mg,1
cefotaxime 500 mg,1
clonazepam 2 mg,1
enalapril 2 mg,1
hydrochlorothiazide 25 mg,1
amlodipine 5 mg,1
roxithromycin 250 mg,1
mannitol 20%,1
aceclofenac 200 mg,1
pioglitazone 0.2 mg,1
vildagliptin 50 mg,1
cyclophosphamide 20 mg,1
methotrexate 500 mg,1
azithromycin 500 mg,1
nimesulide 100 mg,1
clomipramine 25 mg,1
tamsulosin 0.4 mg,1
dutasteride 0.5 mg,1
thiocolchicoside 4 mg,1
domperidone 10 mg,1
itopride 20 mg,1
rabeprazole 150 mg,1
tizanidine 8 mg,1
levetiracetam 500 mg,1
clonazepam 0.25 mg,1
betahistine 16 mg,1
ciprofloxacin 500 mg,1
tinidazole 600 mg,1
bydureon (exenatide),1
glycyrrhizin,1
cromoglicic acid (sodium cromoglycate),1
estazolam,1
sulbactam 250mg,1
cefpodoxime 100mg,1
ampicillin 125mg,1
cloxacillin 125mg,1
methylprednisolone 1000mg,1
tapentadol 75mg,1
atenolol 25mg,1
sulbactam 0.5g,1
cysteamine,1
sycotic (sycotic nosode),1
hilnac (hilnac is a brand; likely contains tamsulosin),1
pirenoxine,1
sodium cellulose phosphate,1
benidipine hydrochloride,1
teneligliptin hydrobromide,1
grewia,1
figonil,1
copper (as copper sulfate or copper gluconate),1
ranitidine bismuth citrate,1
alpha-1 antitrypsin,1
proton pump inhibitor,1
acyclovir 200mg,1
cefprozil 250mg,1
etoricoxib 120mg,1
indapamide 2.5mg,1
amlodipine 1.5mg,1
clindamycin 300mg,1
flavoxate 200mg,1
cefixime 50mg,1
artemether 80mg,1
lumefantrine 480mg,1
thymosin,1
eslosartan,1
sapropterin,1
veldagliptin,1
celiprolol,1
afluzosin,1
flumetasone,1
sufentanil,1
fosnetupitant,1
methylphenidate hydrochloride,1
edrophonium,1
sublingual buprenorphine,1
tofacitinib citrate,1
denim,1
silybin,1
aclidinium,1
cefotaxime sodium,1
soft paraffin,1
magnesium carbonate,1
insulin soluble,1
tislelizumab,1
carprofen,1
anthocyanins,1
trans-resveratrol,1
talc,1
pneumococcal polysaccharide conjugate vaccine (13-valent),1
eltrombopag olamine,1
isophane insulin (nph),1
amantadine hydrochloride,1
insulin biphasic isophane (human),1
butenafine hydrochloride,1
divalproex sodium (valproic acid),1
salbutamol (albuterol),1
pilocarpine hydrochloride,1
necpam,1
corticosteroid,1
bisoprolol fumarate 10mg,1
eritel (telmisartan),1
haridra,1
shunthi,1
pippali,1
flumethasone pivalate,1
polyethylene glycol 3350,1
elamipretide,1
ethyl alcohol,1
deslansoprazole,1
vepesid,1
sumatriptan succinate,1
naproxen sodium,1
di(methylamino)methylphenol,1
cefpodime oxime,1
ripretinib,1
thiamine(vitamin b1),1
methylsulfonylmethane (msm),1
tolperisone hcl,1
acetylsalicylic acid,1
thiamine hcl (vitamin b1),1
alpha-lipoic acid (ala),1
pyridoxine hcl (vitamin b6),1
methyl sulfonyl methane (msm),1
natural micronised progesterone,1
influenza vaccine,1
benztropine mesylate,1
tolterodine tartrate,1
picoxil,1
iodochlorhydroxyquinoline,1
gonadorelin acetate,1
pegylated liposomal doxorubicin,1
levomefolate calcium,1
calcium citrate maleate,1
cardamom,1
vasaka extract,1
liquorice extract,1
allegra,1
nurofen,1
cytokine,1
ampicillin trihydrate,1
cloxacillin sodium,1
alcuronium chloride,1
oflaxacin,1
antioxidants,1
c m c,1
teneligliptin hydrobromide hydrate,1
leucovorin calcium,1
piperacillin sodium,1
mtp kit (mifepristone and misoprostol),1
afenil,1
spirapril,1
pyridoxamine,1
dicyclomine hcl,1
nortriptyline hcl,1
leucotrol,1
ketoconazole nitrate,1
tricare,1
haemophilus b conjugate vaccine,1
natural progesterone,1
it каокон azole,1
chloroquinaldol,1
serapeptase,1
hydrocortisone sodium succinate,1
meftal,1
olium lini,1
oflocaxcin,1
arnica montana,1
calendula officinalis,1
hypericum perforatum,1
rhus toxicodendron,1
opipramol dihydrochloride,1
calcium dobesilate monohydrate,1
pyridoxine (vitamin b6),1
cyanocobalamin (vitamin b12),1
riboflavin (vitamin b2),1
paracetamol/ acetaminophen,1
omega-6 fatty acids,1
omega-9 fatty acids,1
meglumine antimoniate,1
cefexime,1
micronazole,1
examethasone,1
leucogargle,1
"unknown active ingredient, possibly related to bone health",1
"unknown active ingredient, possibly related to eye care",1
"unknown active ingredient, possibly related to histamine or vitamin b",1
"unknown active ingredient, possibly related to neurological conditions",1
"unknown active ingredient, possibly an antibiotic",1
"unknown active ingredient, possibly an antifungal",1
"unknown active ingredient, possibly related to chemotherapy",1
"unknown active ingredient, possibly related to hepatitis",1
"unknown active ingredient, possibly a vitamin supplement",1
"unknown active ingredient, possibly related to cancer treatment",1
"unknown active ingredient, possibly an antiprotozoal",1
"unknown active ingredient, possibly a laxative",1
quetiapine succinate,1
bile acids,1
colestipol,1
lacto bacillus,1
fluoxetine hydrochloride,1
mitrazapine,1
depakote,1
prazosin hydrochloride,1
human rotavirus,1
candles,1
l-thyroxine sodium,1
fabespan,1
lidocaine hcl,1
xylocaine,1
undecylenic acid,1
diatomaceous earth,1
valaciclovir,1
chymotrypsin-trypsin,1
loxoprofen sodium,1
chlopheniramine maleate,1
uniconazole,1
valaciclovir hydrochloride,1
emoxypine succinate,1
urinary alkalinizer,1
d-mannose,1
domperidone sr,1
paracetamol (acetaminophen),1
glycerine,1
liquified phenol,1
zofenopril calcium,1
pazopanib hydrochloride,1
zilucoplan,1
cytidine 5'-monophosphate,1
disodium uridine 5'-monophosphate,1
mequindox,1
vitamina b12,1
levalbutamol sulphate,1
glycopyrronium bromide,1
meda(phyllanthus emblica),1
amla(emblica officinalis),1
s-adenosyl methionine,1
msm,1
hydroxyethyl starch(hes),1
spinraza (nusinersen),1
topoisomerase i,1
netromycin,1
hydroxyzine dihydrochloride,1
prednisolone sodium phosphate,1
remogliflozin,1
simethicone 140mg,1
silymarin 300mg,1
fluticasone propionate 200mcg,1
fluconazole 1000mg,1
retinol,1
prebiotic,1
offloxacin,1
chitin-chitosan,1
promethazine hydrochloride,1
flutrimazole,1
pyridoxine hcl,1
thiamine hcl,1
spermicidal,1
polyvitamin,1
oflòxacin,1
polyenyl phosphatidylcholine,1
spiriva,1
rocomplete,1
defilameran,1
trisodium citrate,1
cynacobalamin,1
molybdenum,1
